company_name,website,sector,contact_name,email,linkedin,location,employee_count,source,ai_score,ai_reason,tag,phone,google_rating,place_id,search_town,category,enrichment_source,enrichment_status,ai_enriched,email_guessed,contact_verified,generic_email,contact_names,personal_email_guesses,contact_titles,multiple_contacts,principal_name,principal_email_guess,facebook_url,contact_email,team_email_guesses,email_type,name_review_needed,missing_email,website_verified,data_score,enrichment_attempts,confidence_score,refinement_notes,contact_source,last_enriched_date,mailshot_category,missing_name_final,data_quality
Breakthrough Soft Tissue Therapy,http://www.breakthroughstt.com/,Massage Therapy,,,,"Cholsey, Wallingford OX10 9PT, UK",,,9,"Massage therapy requires a quiet, professional space for client interactions.",wellness,07834 905247,5/5 (2 reviews),,,unit8,website,missing_name,,,,info@breakthroughstt.com,,,,,,,,,,,,,,,,,,,,,,
DBmassage,http://www.dbmassage.co.uk/,Massage Therapy,,,,"Branksomewood Rd, Fleet GU51 4JR, UK",,,9,"DBmassage is a massage therapy business that requires a quiet, professional space for client-facing services.",wellness,07717 683048,5/5 (39 reviews),,,unit8,not_found,incomplete,,,,info@dbmassage.co.uk,,,,,,,,,,,,,,,,,,,,,,
HA Mobile Massage Deep Tissue and MLD therapy,https://www.hamassage.co.uk/,General Wellness,,,,"Fetcham, Leatherhead KT22 9QD, UK",,,9,Suitable for client-facing massage therapy in a professional space,wellness,07769 975580,5/5 (16 reviews),,,unit8,website,missing_name,,,,hello@hamassage.co.uk,,,,,,,,,,,,,,,,,,,,,,
Jade Massage,https://www.jademassage.net/,Massage Therapy,,,https://il.linkedin.com/company/wix-com?trk=public_jobs_topcard_logo,"Frimley, Camberley GU16 7HL, UK",,,9,Ideal for client-facing massage therapy in a professional setting,wellness,07904 716688,4.9/5 (40 reviews),,,unit8,website,missing_name,,,,info@jademassage.net,Jade Massage,massage@jademassage.net; jade.massage@jademassage.net; j.massage@jademassage.net; jadem@jademassage.net; jm@jademassage.net; jade@jademassage.net; jade_massage@jademassage.net; jademassage@jademassage.net,,FALSE,,,,,,,,,,,,,,,,,,
Reframe and Refocus Hypnotherapy,http://www.reframeandrefocus.com/,Mental Health,,,,"Great Bookham, Leatherhead KT23 3AU, UK",,,8,Hypnotherapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,07527 420151,5/5 (1 reviews),,,unit8,website,missing_name,,,,info@reframeandrefocus.com,,,,,,,,,,,,,,,,,,,,,,
Andrea A Smith,https://www.andreaasmith.com/,Health & Wellness,,,http://www.linkedin.com/in/andreaasmith01,"Tongham, Farnham GU10 1AU, UK",,,7,Wellness-focused business likely needing a professional space for client interactions,wellness,07967 151790,5/5 (35 reviews),,,unit8,companies_house,incomplete,,,false,info@andreaasmith.com,,andrea.smith@andreaasmith.com | a.smith@andreaasmith.com | andrea@andreaasmith.com | smith@andreaasmith.com | andrea_smith@andreaasmith.com | andreasmith@andreaasmith.com | andreas@andreaasmith.com | as@andreaasmith.com,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Andrea A Smith; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Fuller Counselling,http://www.fullercounselling.com/,Mental Health,,,,"Gresham Park Rd, Woking GU22 9DA, UK",,,9,Counselling is a client-facing health practice that fits well in a professional and quiet space.,wellness,07875 175337,,,,unit8,not_found,incomplete,,,,info@fullercounselling.com,,,,,,,,,,,,,,,,,,,,,,
Barnet Lane Clinic | Elysium Healthcare,https://www.elysiumhealthcare.co.uk/location/barnet-lane-clinic/,Mental Health,,,https://www.linkedin.com/company/elysium-healthcare,"Elstree, Borehamwood WD6 3QU, UK",,,8,Suitable for client-facing health/wellness practices,clinic-target,020 8953 2573,3.7/5 (9 reviews),,,unit8,website,missing_name,,,,info@elysiumhealthcare.co.uk,Victoria Gardens,victoria.gardens@elysiumhealthcare.co.uk; v.gardens@elysiumhealthcare.co.uk; victoriag@elysiumhealthcare.co.uk; vg@elysiumhealthcare.co.uk; gardens@elysiumhealthcare.co.uk; victoria@elysiumhealthcare.co.uk; victoria_gardens@elysiumhealthcare.co.uk; victoriagardens@elysiumhealthcare.co.uk,,FALSE,,,,,,,,,,,,,,,,,,
Yoga with Tash,https://www.yogawithtash.com/,Aesthetics/Beauty,,,,"Heckfield, Hook RG27 0LG, UK",,,8,Suitable for small group classes in a professional space,wellness,07730 524282,5/5 (7 reviews),,,unit8,website,missing_name,,false,,info@yogawithtash.com,,,,,,,,,,,,,,,,,,,,,,
AirFit UK,https://airfit.uk/,Yoga/Pilates,,,,"23 Normandy St, Alton GU34 1DD, UK",,,3,"Business focuses on fitness, which is not suitable for a small clinical space",wellness,,5/5 (14 reviews),,,unit8,website,missing_name,,,,info@airfit.uk,,,,,,,,,,,,,,,,,,,,,,
The Yoga Barn Retreat,https://www.theyogabarnretreat.co.uk/,General Wellness,,,,"5 Nethercote Mdw, Long Compton, Shipston-on-Stour CV36 5LL",,,7,Suitable for wellness practices but may require more space for group classes.,wellness,07980 543437,,,,unit8,website,missing_name,,,,info@theyogabarnretreat.co.uk,Linda Oxfordshire,linda.oxfordshire@theyogabarnretreat.co.uk; l.oxfordshire@theyogabarnretreat.co.uk; lindao@theyogabarnretreat.co.uk; lo@theyogabarnretreat.co.uk; oxfordshire@theyogabarnretreat.co.uk; linda@theyogabarnretreat.co.uk; linda_oxfordshire@theyogabarnretreat.co.uk; lindaoxfordshire@theyogabarnretreat.co.uk,,FALSE,,,,,,,,,,,,,,,,,,
Yoga with Edyta,https://www.yogawithedyta.com/,Yoga/Pilates,,,,"Martindale Ave, Camberley GU15 1BB, UK",,,8,Small yoga studio suitable for client-facing wellness practices,wellness,07708 307572,5/5 (27 reviews),,,unit8,website,missing_name,,,,hello@yogawithedyta.com,,,,,,,,,,,,,,,,,,,,,,
Cobham Yoga,http://www.mandypenalver.co.uk/,Yoga Studio,,,https://www.linkedin.com/in/amanda-penalver-9bb26b23/,"Downside Bridge Rd, Cobham KT11 3EJ, UK",,,8,Small yoga studio suitable for client-facing wellness practices.,wellness,07941 985183,5/5 (1 reviews),,,unit8,companies_house,incomplete,,,false,info@mandypenalver.co.uk,,rachael.hill@mandypenalver.co.uk | r.hill@mandypenalver.co.uk | rachael@mandypenalver.co.uk | hill@mandypenalver.co.uk | rachael_hill@mandypenalver.co.uk | rachaelhill@mandypenalver.co.uk | rachaelh@mandypenalver.co.uk | rh@mandypenalver.co.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Rachael Hill; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Amba Holistics,https://www.ambaholistics.com/,General Wellness,,,,"24 The Grn, Twickenham TW2 5AB, UK",,,9,"Amba Holistics fits well as a holistic health practitioner, requiring a quiet and professional space for client-facing services.",wellness,07446 861669,5/5 (5 reviews),,,unit8,website,missing_name,,,,info@ambaholistics.com,,,,,,,,,,,,,,,,,,,,,,
The Edge Leisure Centre,https://www.placesleisure.org/centres/the-edge/?&utm_source=gmb&utm_medium=button,Fitness & Wellness,,,,"Woolmer Hill Rd, Haslemere GU27 1QB, UK",,,1,Large gym chain not suitable for small professional space,wellness,01428 644577,4.2/5 (88 reviews),,,unit8,not_found,incomplete,,,,info@placesleisure.org,,,,,,,,,,,,,,,,,,,,,,
Charterhouse Club,http://www.charterhouseclub.com/,Aesthetics/Beauty,,,,"Duke's Dr, Godalming GU7 2RS, UK",,,2,Large gym chain not suitable for small professional space,wellness,01483 413260,4.2/5 (29 reviews),,,unit8,website,missing_name,,,,info@charterhouseclub.com,,,,,,,,,,,,,,,,,,,,,,
Lulu Yoga,https://luluyoga.co.uk/,Yoga Studio,,,,"Curling Vale, Guildford GU2 7PJ, UK",,,8,"Suitable for small group classes in a quiet, professional space",wellness,01483 829450,5/5 (2 reviews),,,unit8,not_found,incomplete,,,,info@luluyoga.co.uk,,,,,,,,,,,,,,,,,,,,,,
Yoga at The Oaks Guildford,https://www.yogainguildford.com/,Yoga,,,,"The Oaks, Guildford Rd, Normandy",,,8,Small yoga studio suitable for client-facing wellness practices,wellness,07816 534554,5/5 (13 reviews),,,unit8,not_found,incomplete,,,,info@yogainguildford.com,,,,,,,,,,,,,,,,,,,,,,
mysticody,http://www.mysticody.com/,General Wellness,,,,"46 Timbermill Ct, Haslemere GU27 1NH, UK",,,5,Wellness focus but may not require clinical space.,wellness,07849 798221,,,,unit8,not_found,incomplete,,,,info@mysticody.com,,,,,,,,,,,,,,,,,,,,,,
Milford & Mason,http://milfordandmasondental.co.uk/,General Wellness,,,,"Great Bookham, Leatherhead KT23 3EU, UK",,,3,"Dental practice, which is retail-focused and likely requires larger, purpose-built premises.",clinic-target,01372 450289,5/5 (1 reviews),,,unit8,website,missing_name,,,,info@milfordandmasondental.co.uk,,,,,,,,,,,,,,,,,,,,,,
Bramley Avenue Surgery,https://www.bramleyavenuesurgery.nhs.uk/,Health Clinic,,,,"1B Bramley Ave, Coulsdon CR5 2DR",,,1,"NHS clinic, not suitable for private professional space",clinic-target,020 8660 0193,3.8/5 (21 reviews),,,unit8,companies_house,incomplete,,,false,info@bramleyavenuesurgery.nhs.uk,,bramley.avenue@bramleyavenuesurgery.nhs.uk | b.avenue@bramleyavenuesurgery.nhs.uk | bramley@bramleyavenuesurgery.nhs.uk | avenue@bramleyavenuesurgery.nhs.uk | bramley_avenue@bramleyavenuesurgery.nhs.uk | bramleyavenue@bramleyavenuesurgery.nhs.uk | bramleya@bramleyavenuesurgery.nhs.uk | ba@bramleyavenuesurgery.nhs.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Bramley Avenue; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
KWJ Skin Clinic,http://www.kwjskinclinic.co.uk/,Aesthetics/Beauty,,,,"Broadbridge Heath, Horsham RH12 3XE, UK",,,8,Suitable for client-facing health and wellness practices,wellness,07535 617736,5/5 (71 reviews),,,unit8,website,missing_name,,,,info@kwjskinclinic.co.uk,,,,,,,,,,,,,,,,,,,,,,
Bro-ga,http://www.bro-ga.com/,Yoga/Pilates,,,https://www.linkedin.com/in/mattjordan-all-things-fitness/,"Chiddingfold, Godalming GU8 4RY, UK",,,8,Small yoga studio suitable for client-facing wellness practices,wellness,07787 700471,5/5 (15 reviews),,,unit8,website,missing_name,,,,info@bro-ga.com,,,,,,,,,,,,,,,,,,,,,,
Tilly physiotherapy,https://www.tillyphysiotherapy.co.uk/,Physiotherapy,,,,"North Stoke, Wallingford OX10 6BE, UK",,,9,Tilly Physiotherapy is a clinical practice that requires a professional space for client consultations and treatments.,clinic-target,07985 494464,5/5 (2 reviews),,,unit8,website,incomplete,,false,,info@tillyphysiotherapy.co.uk,,,,,,,,,,,,,,,,,,,,,,
Massage Time,https://www.massagetime.co.uk/,Massage Therapy,,,,"Blackwater, Camberley GU17 0HZ, UK",,,9,"Massage therapy requires a quiet, professional space for client interactions.",wellness,07473 150151,5/5 (50 reviews),,,unit8,companies_house,incomplete,,,false,info@massagetime.co.uk,,opening.times@massagetime.co.uk | o.times@massagetime.co.uk | opening@massagetime.co.uk | times@massagetime.co.uk | opening_times@massagetime.co.uk | openingtimes@massagetime.co.uk | openingt@massagetime.co.uk | ot@massagetime.co.uk,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:Opening Times; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
XHY therapy centre,http://xhytherapy.co.uk/,Massage Therapy,,,,"20 Newbury St, Wantage OX12 8DA, UK",,,6,Wellness focus but may be too large for the space,wellness,07962 610443,4.6/5 (5 reviews),,,unit8,website,missing_name,,,,info@xhytherapy.co.uk,,,,,,,,,,,,,,,,,,,,,,
WellwithINSIGHT Clinic of Natural Healthcare,http://www.clinicofnaturalhealthcare.co.uk/,Massage Therapy,,,,"41 Nightingale Road, Carshalton SM5 2DH, UK",,,9,"Massage therapy requires a quiet, professional space for client interactions.",wellness,020 8835 2303,4.8/5 (19 reviews),,,unit8,website,missing_name,,,,info@clinicofnaturalhealthcare.co.uk,,,,,,,,,,,,,,,,,,,,,,
AnneMarie Smellie Hypnotherapist,http://www.questerglobal.com/,Hypnotherapy,,,,"Yattendon, Thatcham RG18 0XT, UK",,,9,Hypnotherapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,07803 027707,5/5 (2 reviews),,,unit8,companies_house,incomplete,,,false,info@questerglobal.com,,annemarie.smellie@questerglobal.com | a.smellie@questerglobal.com | annemarie@questerglobal.com | smellie@questerglobal.com | annemarie_smellie@questerglobal.com | annemariesmellie@questerglobal.com | annemaries@questerglobal.com | as@questerglobal.com,,,,,,,,generic,,,,,,2,cleanup_scrape_error:'CleanupEnricher' object has no attribute 'nav_keywords'; cleanup_fake_removed:AnneMarie Smellie; no_named_individual_found; cleanup_openai_skipped:insufficient_website_text,,2026-02-10,priority,,
Terrace Dental/ C P Dental,http://www.terrace-dental.co.uk/,General Wellness,,,https://www.linkedin.com/company/18088573/,"5 Alexandra Rd, Aldershot GU11 3HU, UK",,,9,Private dental practice suitable for client-facing health services,clinic-target,01252 314820,4.7/5 (28 reviews),ChIJ_yDpUbssdEgRI-UuvbMAcxU,Farnham,unit8,website,missing_name,,,,info@terrace-dental.co.uk,,,,,,,,cpdentalsmiles@gmail.com,,,,,yes,medium,,,,,,,,
LivByYoga,http://livbyyoga.com/,Aesthetics/Beauty,,,,"Frensham, Farnham GU10 3EA, UK",,,8,Suitable for client-facing wellness practices with potential for small group classes.,wellness,,,ChIJoaPv12IydEgRnv5DT2NLvng,Farnham,unit8,website,missing_name,,,,hello@livbyoga.com,,,,,,,,,,,,,yes,medium,,,,,,,,
Just Be,https://www.justbeholistic.com/,Mental Health,,,,"Ash, Aldershot GU12 6QW, UK",,,7,Wellness-focused business that may benefit from a professional space but could potentially outgrow it.,wellness,07966 213082,5/5 (4 reviews),ChIJR8KB-ZvTdUgRXCgcu6zPnXs,Milford,unit8,website,missing_name,,,,info@justbeholistic.com,,,,,,,,adina@justbeholistic.com,,,,,yes,medium,,,,,,,,
Pentland Carol,http://surreyhillscounselling.co.uk/,Mental Health,,,,"Echo Pit Rd, Guildford GU1 3TN, UK",,,9,Suitable for client-facing health/wellness practices like counselling,wellness,07944 440005,5/5 (1 reviews),ChIJDf2n6ILQdUgRrZLJITpOPg4,Shalford,unit8,website,missing_name,,,,info@surreyhillscounselling.co.uk,,,,,,,,carol@surreyhillscounselling.co.uk,,,,,yes,medium,,,,,,,,
What’s up my physio,http://www.whatsupmyphysio.co.uk/,Physiotherapy,,,,"Compton Rd, Wolverhampton WV3 9QB",,,9,Physiotherapy practice requiring clinical space for client consultations,clinic-target,07542 932025,5/5 (1 reviews),ChIJyZW6JI-bcEgRAJZnPNV63h0,Compton,unit8,not_found,incomplete,,,,info@whatsupmyphysio.co.uk,,,,,,,,,,,,,yes,medium,,,,,,,,
Annie Rose PT,https://www.instagram.co.uk/annierose_pt,Personal Training,,,,"puregym Horsell moore, Woking GU21 4NR, UK",,,5,"Currently home-based looking to upgrade, but may not fully utilize the space.",wellness,07585 090307,5/5 (27 reviews),ChIJT7R1kxM5dkgR9CxknF9EnxE,Woking,unit8,not_found,incomplete,,,,info@instagram.co.uk,,,,,,,,,,,,,yes,medium,,,,,,,,
All Wellness and Good,http://www.allwellnessandgood.com/,General Wellness,,,,"Loxwood, Billingshurst RH14 0SX, UK",,,6,"Wellness-focused business, but may not fully utilize the clinical space",wellness,07563 728392,5/5 (2 reviews),ChIJE55o3rfHdUgRX-UsB6AoTqs,Cranleigh,unit8,not_found,incomplete,,,,info@allwellnessandgood.com,,,,,,,,,,,,,yes,medium,,,,,,,,
